age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
52,Private,84451,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K,2704,4391452,572,0,0,1664,-1457963191,928961,0,0,2702432,121,0,0,352,0,0,0,0,0,1024,Divorced,10.82,15.09
34,Private,249948,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K,1156,8498232,340,0,0,1156,-1950506736,2499480,0,0,8498232,100,0,0,340,0,0,0,0,0,1156,Divorced,10.82,15.09
41,Private,187802,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K,1681,7699882,410,0,0,2050,909852836,1878020,0,0,9390100,100,0,0,500,0,0,0,0,0,2500,Divorced,10.82,15.09
36,Private,218542,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,1296,7867512,360,0,0,1440,515965508,2185420,0,0,8741680,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
54,Local-gov,166398,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K,2916,8985492,540,0,0,1890,1918490628,1663980,0,0,5823930,100,0,0,350,0,0,0,0,0,1225,Divorced,10.82,15.09
51,Self-emp-not-inc,218311,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K,2601,11133861,510,0,0,2550,415052465,2183110,0,0,10915550,100,0,0,500,0,0,0,0,0,2500,Divorced,10.82,15.09
66,Private,178120,5th-6th,3,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,15,United-States,<=50K,4356,11755920,198,0,0,990,1661963328,534360,0,0,2671800,9,0,0,45,0,0,0,0,0,225,Divorced,10.82,15.09
29,?,297054,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,841,8614566,261,0,0,1160,-1953234300,2673486,0,0,11882160,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
39,Private,216129,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,Jamaica,<=50K,1521,8429031,468,0,0,1365,-532895615,2593548,0,0,7564515,144,0,0,420,0,0,0,0,0,1225,Divorced,10.82,15.09
54,Private,200098,Bachelors,13,Divorced,Sales,Not-in-family,Black,Female,0,0,60,United-States,<=50K,2916,10805292,702,0,0,3240,1384503940,2601274,0,0,12005880,169,0,0,780,0,0,0,0,0,3600,Divorced,10.82,15.09
24,Private,138938,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,576,3334512,240,0,0,960,2123898660,1389380,0,0,5557520,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
46,State-gov,162852,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,2116,7491192,414,0,0,1840,750970128,1465668,0,0,6514080,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,82622,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,1444,3139636,380,0,0,1520,-1763539708,826220,0,0,3304880,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
20,?,327462,10th,6,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,400,6549240,120,0,0,800,-142820956,1964772,0,0,13098480,36,0,0,240,0,0,0,0,0,1600,Divorced,10.82,15.09
53,Federal-gov,221791,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,2809,11754923,477,0,0,2120,1946607425,1996119,0,0,8871640,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
59,Self-emp-inc,255822,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,3481,15093498,531,0,0,3540,1020386244,2302398,0,0,15349320,81,0,0,540,0,0,0,0,0,3600,Divorced,10.82,15.09
44,Local-gov,31251,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,1936,1375044,176,0,0,1760,976625001,125004,0,0,1250040,16,0,0,160,0,0,0,0,0,1600,Divorced,10.82,15.09
53,Private,117814,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,2809,6244142,530,0,0,2014,995236708,1178140,0,0,4476932,100,0,0,380,0,0,0,0,0,1444,Divorced,10.82,15.09
38,Private,165302,Some-college,10,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,<=50K,1444,6281476,380,0,0,1520,1554947428,1653020,0,0,6612080,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
26,Private,141824,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,676,3687424,260,0,0,1040,-1360789504,1418240,0,0,5672960,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
33,State-gov,111994,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K,1089,3695802,330,0,0,1485,-342245852,1119940,0,0,5039730,100,0,0,450,0,0,0,0,0,2025,Divorced,10.82,15.09
30,Local-gov,118500,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,900,3555000,300,0,0,1200,1157348112,1185000,0,0,4740000,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
53,Private,247651,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,<=50K,2809,13125503,212,0,0,2968,1201475657,990604,0,0,13868456,16,0,0,224,0,0,0,0,0,3136,Divorced,10.82,15.09
35,Private,233571,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States,<=50K,1225,8174985,315,0,0,1750,-1279162807,2102139,0,0,11678550,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
36,Self-emp-not-inc,36425,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K,1296,1311300,360,0,0,1260,1326780625,364250,0,0,1274875,100,0,0,350,0,0,0,0,0,1225,Divorced,10.82,15.09
41,Private,98061,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,1681,4020501,369,0,0,1640,1026025129,882549,0,0,3922440,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,217349,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,14344,0,40,United-States,>50K,1444,8259262,418,545072,0,1520,-4052455,2390839,-1177313240,0,8693960,121,157784,0,440,205750336,0,573760,0,0,1600,Divorced,10.82,15.09
54,Private,88019,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,32,United-States,<=50K,2916,4753026,486,0,0,1728,-842590231,792171,0,0,2816608,81,0,0,288,0,0,0,0,0,1024,Divorced,10.82,15.09
61,Private,73809,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,3721,4502349,610,0,0,2440,1152801185,738090,0,0,2952360,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
61,Private,160037,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,3721,9762257,244,0,0,2135,-157962407,640148,0,0,5601295,16,0,0,140,0,0,0,0,0,1225,Divorced,10.82,15.09
40,Local-gov,290660,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,8614,0,50,United-States,>50K,1600,11626400,480,344560,0,2000,-1416110320,3487920,-1791222056,0,14533000,144,103368,0,600,74200996,0,430700,0,0,2500,Divorced,10.82,15.09
37,Private,286730,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,1369,10609010,370,0,0,1480,609714276,2867300,0,0,11469200,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
40,State-gov,175304,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,1600,7012160,400,0,0,1600,666721344,1753040,0,0,7012160,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,183892,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,8614,0,45,United-States,>50K,1296,6620112,324,310104,0,1620,-543470704,1655028,1584045688,0,8275140,81,77526,0,405,74200996,0,387630,0,0,2025,Divorced,10.82,15.09
44,Self-emp-not-inc,218653,Bachelors,13,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,1936,9620732,572,0,0,1760,564494153,2842489,0,0,8746120,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,175759,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K,1296,6327324,324,0,0,1440,826455009,1581831,0,0,7030360,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
40,Private,382499,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,1600,15299960,360,0,0,2000,276596937,3442491,0,0,19124950,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
43,Private,64506,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K,1849,2773758,430,0,0,1290,-133943260,645060,0,0,1935180,100,0,0,300,0,0,0,0,0,900,Divorced,10.82,15.09
38,Private,215646,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,1444,8194548,342,0,0,1520,-741442940,1940814,0,0,8625840,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
29,Local-gov,45554,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,841,1321066,290,0,0,1160,2075166916,455540,0,0,1822160,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
31,Private,97453,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,961,3021043,279,0,0,1240,907152617,877077,0,0,3898120,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
55,Self-emp-inc,209569,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K,3025,11526295,495,0,0,2750,969492801,1886121,0,0,10478450,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
47,Private,30840,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,2209,1449480,658,0,0,1880,951105600,431760,0,0,1233600,196,0,0,560,0,0,0,0,0,1600,Divorced,10.82,15.09
46,Private,166546,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,<=50K,2116,7661116,460,0,0,1104,1967766340,1665460,0,0,3997104,100,0,0,240,0,0,0,0,0,576,Divorced,10.82,15.09
47,Private,344916,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K,2209,16211052,564,0,0,1880,-1292037232,4138992,0,0,13796640,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
48,State-gov,120131,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,8614,0,40,United-States,>50K,2304,5766288,432,413472,0,1920,1546555273,1081179,1034808434,0,4805240,81,77526,0,360,74200996,0,344560,0,0,1600,Divorced,10.82,15.09
41,Private,188307,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,1681,7720587,369,0,0,1640,1099787881,1694763,0,0,7532280,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
74,Private,260669,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,5476,19289506,444,0,0,74,-771149175,1564014,0,0,260669,36,0,0,6,0,0,0,0,0,1,Divorced,10.82,15.09
29,Self-emp-not-inc,69132,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,60,United-States,>50K,841,2004828,435,2899971,0,1740,484266128,1036980,-1676803724,0,4147920,225,1499985,0,900,1409865409,0,5999940,0,0,3600,Divorced,10.82,15.09
58,Private,33350,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,3364,1934300,522,0,0,2030,1112222500,300150,0,0,1167250,81,0,0,315,0,0,0,0,0,1225,Divorced,10.82,15.09
25,Private,194352,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K,625,4858800,325,0,0,1100,-882005760,2526576,0,0,8551488,169,0,0,572,0,0,0,0,0,1936,Divorced,10.82,15.09
34,?,346762,11th,7,Divorced,?,Own-child,White,Male,0,0,84,United-States,<=50K,1156,11789908,238,0,0,2856,-15199644,2427334,0,0,29128008,49,0,0,588,0,0,0,0,0,7056,Divorced,10.82,15.09
30,Private,30063,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K,900,901890,270,0,0,960,903783969,270567,0,0,962016,81,0,0,288,0,0,0,0,0,1024,Divorced,10.82,15.09
45,Private,262802,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,2025,11826090,585,0,0,1800,345414468,3416426,0,0,10512080,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
55,Private,209535,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,3025,11524425,495,0,0,2200,955243265,1885815,0,0,8381400,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,198727,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,1089,6557991,297,0,0,1320,837714865,1788543,0,0,7949080,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
37,Private,348796,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,1369,12905452,481,0,0,1480,1399565328,4534348,0,0,13951840,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
29,Private,93662,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,24,United-States,<=50K,841,2716198,290,0,0,696,182635652,936620,0,0,2247888,100,0,0,240,0,0,0,0,0,576,Divorced,10.82,15.09
48,Private,141483,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,2304,6791184,480,0,0,1920,-1457397191,1414830,0,0,5659320,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
43,Private,48882,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,1849,2101926,387,0,0,1720,-1905517372,439938,0,0,1955280,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,120201,HS-grad,9,Divorced,Adm-clerical,Own-child,Other,Female,0,0,65,United-States,<=50K,1089,3966633,297,0,0,2145,1563378513,1081809,0,0,7813065,81,0,0,585,0,0,0,0,0,4225,Divorced,10.82,15.09
40,Private,273308,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,48,Mexico,<=50K,1600,10932320,360,0,0,1920,1682818832,2459772,0,0,13118784,81,0,0,432,0,0,0,0,0,2304,Divorced,10.82,15.09
43,Private,131435,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,1849,5651705,559,0,0,1720,95290041,1708655,0,0,5257400,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Private,340260,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,<=50K,1225,11909100,315,0,0,1680,-187249392,3062340,0,0,16332480,81,0,0,432,0,0,0,0,0,2304,Divorced,10.82,15.09
38,Self-emp-not-inc,255503,11th,7,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K,1444,9709114,266,0,0,2090,857273569,1788521,0,0,14052665,49,0,0,385,0,0,0,0,0,3025,Divorced,10.82,15.09
43,Self-emp-not-inc,187322,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K,1849,8054846,387,0,0,1935,729793316,1685898,0,0,8429490,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
48,Private,97176,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,2304,4664448,432,0,0,1920,853240384,874584,0,0,3887040,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
41,Local-gov,107327,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,1681,4400407,451,0,0,1640,-1365816959,1180597,0,0,4293080,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
54,Private,249860,11th,7,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,10,United-States,<=50K,2916,13492440,378,0,0,540,-1994489840,1749020,0,0,2498600,49,0,0,70,0,0,0,0,0,100,Divorced,10.82,15.09
48,Private,54759,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K,2304,2628432,432,0,0,1824,-1296419215,492831,0,0,2080842,81,0,0,342,0,0,0,0,0,1444,Divorced,10.82,15.09
50,Private,38310,7th-8th,4,Divorced,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,2500,1915500,200,0,0,2000,1467656100,153240,0,0,1532400,16,0,0,160,0,0,0,0,0,1600,Divorced,10.82,15.09
58,Private,142326,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,3364,8254908,754,0,0,2900,-1218146204,1850238,0,0,7116300,169,0,0,650,0,0,0,0,0,2500,Divorced,10.82,15.09
40,Private,239708,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,1600,9588320,360,0,0,2000,1625350416,2157372,0,0,11985400,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
51,Private,102904,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,43,United-States,<=50K,2601,5248104,459,0,0,2193,1999298624,926136,0,0,4424872,81,0,0,387,0,0,0,0,0,1849,Divorced,10.82,15.09
26,Private,195216,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K,676,5075616,234,0,0,312,-545419008,1756944,0,0,2342592,81,0,0,108,0,0,0,0,0,144,Divorced,10.82,15.09
43,State-gov,38537,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,38,?,<=50K,1849,1657091,430,0,0,1634,1485100369,385370,0,0,1464406,100,0,0,380,0,0,0,0,0,1444,Divorced,10.82,15.09
55,Private,145214,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,4650,0,20,United-States,<=50K,3025,7986770,550,255750,0,1100,-387730684,1452140,675245100,0,2904280,100,46500,0,200,21622500,0,93000,0,0,400,Divorced,10.82,15.09
45,Self-emp-not-inc,184285,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,2025,8292825,585,0,0,2025,-398777143,2395705,0,0,8292825,169,0,0,585,0,0,0,0,0,2025,Divorced,10.82,15.09
39,Private,187089,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,1521,7296471,390,0,0,1560,642555553,1870890,0,0,7483560,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Private,335777,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,<=50K,1225,11752195,350,0,0,1400,1077044033,3357770,0,0,13431080,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
51,Private,136121,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,2601,6942171,561,0,0,1938,1349057457,1497331,0,0,5172598,121,0,0,418,0,0,0,0,0,1444,Divorced,10.82,15.09
41,Private,144460,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,Italy,<=50K,1681,5922860,410,0,0,1640,-606144880,1444600,0,0,5778400,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
36,State-gov,36397,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K,1296,1310292,468,0,0,1980,1324741609,473161,0,0,2001835,169,0,0,715,0,0,0,0,0,3025,Divorced,10.82,15.09
64,?,159938,HS-grad,9,Divorced,?,Not-in-family,White,Male,8614,0,40,United-States,>50K,4096,10236032,576,551296,0,2560,-189639932,1439442,1377705932,0,6397520,81,77526,0,360,74200996,0,344560,0,0,1600,Divorced,10.82,15.09
36,Private,180150,12th,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,1296,6485400,288,0,0,1440,-1905715868,1441200,0,0,7206000,64,0,0,320,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Local-gov,95462,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,1296,3436632,468,0,0,1440,523058852,1241006,0,0,3818480,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
27,Private,292120,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,45,United-States,<=50K,729,7887240,243,0,0,1215,-565251520,2629080,0,0,13145400,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
29,Private,151382,Assoc-voc,11,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K,841,4390078,319,0,0,1450,1441673444,1665202,0,0,7569100,121,0,0,550,0,0,0,0,0,2500,Divorced,10.82,15.09
47,Self-emp-inc,101926,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,2209,4790522,611,0,0,3290,1798974884,1325038,0,0,7134820,169,0,0,910,0,0,0,0,0,4900,Divorced,10.82,15.09
59,Private,214052,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,3481,12629068,177,0,0,2360,-1426381552,642156,0,0,8562080,9,0,0,120,0,0,0,0,0,1600,Divorced,10.82,15.09
32,Private,51150,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1024,1636800,352,0,0,1280,-1678644796,562650,0,0,2046000,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
36,State-gov,108320,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,5455,0,30,United-States,<=50K,1296,3899520,504,196380,0,1080,-1151679488,1516480,590885600,0,3249600,196,76370,0,420,29757025,0,163650,0,0,900,Divorced,10.82,15.09
33,Private,141229,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,1089,4660557,330,0,0,1650,-1529206039,1412290,0,0,7061450,100,0,0,500,0,0,0,0,0,2500,Divorced,10.82,15.09
56,Private,191917,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,4101,0,40,United-States,<=50K,3136,10747352,672,229656,0,2240,-1822570775,2303004,787051617,0,7676680,144,49212,0,480,16818201,0,164040,0,0,1600,Divorced,10.82,15.09
53,Private,29557,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,2809,1566521,530,0,0,2120,873616249,295570,0,0,1182280,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
63,Private,96299,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,>50K,3969,6066837,567,0,0,2835,683562809,866691,0,0,4333455,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
29,Private,195284,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K,841,5663236,464,0,0,1740,-518865008,3124544,0,0,11717040,256,0,0,960,0,0,0,0,0,3600,Divorced,10.82,15.09
54,Private,88019,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K,2916,4753026,540,0,0,2970,-842590231,880190,0,0,4841045,100,0,0,550,0,0,0,0,0,3025,Divorced,10.82,15.09
55,Private,223613,1st-4th,2,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,30,Cuba,<=50K,3025,12298715,110,0,0,1650,-1536833783,447226,0,0,6708390,4,0,0,60,0,0,0,0,0,900,Divorced,10.82,15.09
22,Private,221745,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,484,4878390,220,0,0,880,1926204769,2217450,0,0,8869800,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
39,State-gov,121838,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,1521,4751682,351,0,0,1560,1959596356,1096542,0,0,4873520,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
46,Local-gov,133969,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,2116,6162574,644,0,0,1840,767823777,1875566,0,0,5358760,196,0,0,560,0,0,0,0,0,1600,Divorced,10.82,15.09
45,Private,145637,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K,2025,6553665,450,0,0,2160,-264700711,1456370,0,0,6990576,100,0,0,480,0,0,0,0,0,2304,Divorced,10.82,15.09
45,Private,185437,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Female,0,0,55,United-States,<=50K,2025,8344665,540,0,0,2475,27142601,2225244,0,0,10199035,144,0,0,660,0,0,0,0,0,3025,Divorced,10.82,15.09
44,Federal-gov,404599,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,1936,17802356,396,0,0,1760,491593553,3641391,0,0,16183960,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
42,Self-emp-inc,287037,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,10,United-States,<=50K,1764,12055554,336,0,0,420,785860745,2296296,0,0,2870370,64,0,0,80,0,0,0,0,0,100,Divorced,10.82,15.09
33,Federal-gov,29617,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,1089,977361,330,0,0,1320,877166689,296170,0,0,1184680,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Private,106028,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K,1225,3710980,315,0,0,2275,-1642965104,954252,0,0,6891820,81,0,0,585,0,0,0,0,0,4225,Divorced,10.82,15.09
63,State-gov,109735,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,3969,6913305,567,0,0,2394,-843131663,987615,0,0,4169930,81,0,0,342,0,0,0,0,0,1444,Divorced,10.82,15.09
45,Private,166636,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,0,0,35,United-States,<=50K,2025,7498620,405,0,0,1575,1997752720,1499724,0,0,5832260,81,0,0,315,0,0,0,0,0,1225,Divorced,10.82,15.09
70,?,147558,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,7,United-States,<=50K,4900,10329060,910,0,0,490,298526884,1918254,0,0,1032906,169,0,0,91,0,0,0,0,0,49,Divorced,10.82,15.09
